ax,ay,az,gx,gy,gz,mx,my,mz
1.00,-0.07,0.03,-1.04,1.22,0.12,-12.00,24.00,-45.00
1.00,-0.08,0.03,-1.10,0.92,-0.31,-12.00,23.00,-52.00
1.00,-0.07,0.03,-1.04,0.18,-0.79,-11.00,24.00,-48.00
1.00,-0.08,0.04,-1.34,1.10,0.06,-10.00,23.00,-48.00
1.00,-0.07,0.03,-0.12,0.73,-0.61,-11.00,23.00,-50.00
1.00,-0.08,0.03,-0.79,0.37,0.06,-11.00,23.00,-46.00
1.00,-0.07,0.02,-0.61,-0.18,0.37,-11.00,25.00,-52.00
1.00,-0.07,0.02,-0.31,1.10,0.12,-12.00,23.00,-48.00
1.00,-0.07,0.03,-0.31,-0.24,-0.67,-13.00,20.00,-47.00
1.00,-0.07,0.03,0.24,-0.24,0.31,-12.00,24.00,-45.00
1.00,-0.07,0.03,0.00,-0.43,-0.31,-11.00,23.00,-44.00
1.00,-0.07,0.03,-0.43,0.31,-0.24,-12.00,21.00,-44.00
1.00,-0.08,0.04,0.00,-0.06,-1.53,-12.00,23.00,-47.00
1.00,-0.08,0.02,-0.73,0.31,0.06,-9.00,22.00,-44.00
